,epoch,variable,value
0,0,train_kl_train,13.852789878845215
1,1,train_kl_train,13.307127952575684
2,2,train_kl_train,12.832491874694824
3,3,train_kl_train,12.418517112731934
4,4,train_kl_train,12.056325912475586
5,5,train_kl_train,11.73840618133545
6,6,train_kl_train,11.458466529846191
7,7,train_kl_train,11.21119213104248
8,8,train_kl_train,10.992127418518066
9,9,train_kl_train,10.797415733337402
10,10,train_kl_train,10.623814582824707
11,11,train_kl_train,10.468560218811035
12,12,train_kl_train,10.32925796508789
13,13,train_kl_train,10.203866004943848
14,14,train_kl_train,10.090643882751465
15,15,train_kl_train,9.988077163696289
16,16,train_kl_train,9.894876480102539
17,17,train_kl_train,9.809932708740234
18,18,train_kl_train,9.732297897338867
19,19,train_kl_train,9.661133766174316
20,20,train_kl_train,9.595736503601074
21,21,train_kl_train,9.535500526428223
22,22,train_kl_train,9.479891777038574
23,23,train_kl_train,9.428425788879395
24,24,train_kl_train,9.38070297241211
25,25,train_kl_train,9.336368560791016
26,26,train_kl_train,9.295122146606445
27,27,train_kl_train,9.256675720214844
28,28,train_kl_train,9.22080135345459
29,29,train_kl_train,9.18729305267334
30,30,train_kl_train,9.15596866607666
31,31,train_kl_train,9.126659393310547
32,32,train_kl_train,9.099225044250488
33,33,train_kl_train,9.0735445022583
34,34,train_kl_train,9.049508094787598
35,35,train_kl_train,9.027015686035156
36,36,train_kl_train,9.005982398986816
37,37,train_kl_train,8.986335754394531
38,38,train_kl_train,8.968017578125
39,39,train_kl_train,8.950950622558594
40,40,train_kl_train,8.93509578704834
41,41,train_kl_train,8.920400619506836
42,42,train_kl_train,8.906826972961426
43,43,train_kl_train,8.894338607788086
44,44,train_kl_train,8.882906913757324
45,45,train_kl_train,8.87250804901123
46,46,train_kl_train,8.863114356994629
47,47,train_kl_train,8.854714393615723
48,48,train_kl_train,8.847286224365234
49,49,train_kl_train,8.8408203125
50,50,train_kl_train,8.83528995513916
51,51,train_kl_train,8.830704689025879
52,52,train_kl_train,8.827046394348145
53,53,train_kl_train,8.824311256408691
54,54,train_kl_train,8.82249641418457
55,55,train_kl_train,8.8215970993042
56,56,train_kl_train,8.821611404418945
57,57,train_kl_train,8.822538375854492
58,58,train_kl_train,8.824382781982422
59,59,train_kl_train,8.827156066894531
60,60,train_kl_train,8.830856323242188
61,61,train_kl_train,8.835484504699707
62,62,train_kl_train,8.841048240661621
63,63,train_kl_train,8.84756088256836
64,64,train_kl_train,8.85503101348877
65,65,train_kl_train,8.863463401794434
66,66,train_kl_train,8.872859954833984
67,67,train_kl_train,8.8832368850708
68,68,train_kl_train,8.894600868225098
69,69,train_kl_train,8.906967163085938
70,70,train_kl_train,8.920352935791016
71,71,train_kl_train,8.934755325317383
72,72,train_kl_train,8.950196266174316
73,73,train_kl_train,8.966678619384766
74,74,train_kl_train,8.984225273132324
75,75,train_kl_train,9.002842903137207
76,76,train_kl_train,9.022533416748047
77,77,train_kl_train,9.043320655822754
78,78,train_kl_train,9.065197944641113
79,79,train_kl_train,9.088178634643555
80,80,train_kl_train,9.112249374389648
81,81,train_kl_train,9.137393951416016
82,82,train_kl_train,9.163599967956543
83,83,train_kl_train,9.190841674804688
84,84,train_kl_train,9.219076156616211
85,85,train_kl_train,9.248188018798828
86,86,train_kl_train,9.278060913085938
87,87,train_kl_train,9.308538436889648
88,88,train_kl_train,9.339395523071289
89,89,train_kl_train,9.370426177978516
90,90,train_kl_train,9.401400566101074
91,91,train_kl_train,9.432107925415039
92,92,train_kl_train,9.462308883666992
93,93,train_kl_train,9.491853713989258
94,94,train_kl_train,9.520646095275879
95,95,train_kl_train,9.548601150512695
96,96,train_kl_train,9.575814247131348
97,97,train_kl_train,9.60242748260498
98,98,train_kl_train,9.62869930267334
99,99,train_kl_train,9.654982566833496
100,0,train_nll_train,148.60543823242188
101,1,train_nll_train,146.72772216796875
102,2,train_nll_train,147.18917846679688
103,3,train_nll_train,146.7418975830078
104,4,train_nll_train,147.28359985351562
105,5,train_nll_train,147.88601684570312
106,6,train_nll_train,145.26687622070312
107,7,train_nll_train,146.60919189453125
108,8,train_nll_train,147.7484588623047
109,9,train_nll_train,146.16378784179688
110,10,train_nll_train,146.9482879638672
111,11,train_nll_train,147.0538787841797
112,12,train_nll_train,145.9133758544922
113,13,train_nll_train,147.48062133789062
114,14,train_nll_train,146.6066131591797
115,15,train_nll_train,146.13223266601562
116,16,train_nll_train,146.51637268066406
117,17,train_nll_train,146.72984313964844
118,18,train_nll_train,146.0215301513672
119,19,train_nll_train,145.06851196289062
120,20,train_nll_train,148.02346801757812
121,21,train_nll_train,146.8275909423828
122,22,train_nll_train,147.1171112060547
123,23,train_nll_train,145.66598510742188
124,24,train_nll_train,145.32098388671875
125,25,train_nll_train,146.45498657226562
126,26,train_nll_train,145.43536376953125
127,27,train_nll_train,145.0728759765625
128,28,train_nll_train,145.35861206054688
129,29,train_nll_train,145.5988006591797
130,30,train_nll_train,145.3687286376953
131,31,train_nll_train,145.8865509033203
132,32,train_nll_train,145.38356018066406
133,33,train_nll_train,145.70538330078125
134,34,train_nll_train,144.98439025878906
135,35,train_nll_train,145.64907836914062
136,36,train_nll_train,145.59970092773438
137,37,train_nll_train,146.68533325195312
138,38,train_nll_train,145.00901794433594
139,39,train_nll_train,145.5933380126953
140,40,train_nll_train,145.15869140625
141,41,train_nll_train,145.3612518310547
142,42,train_nll_train,144.56002807617188
143,43,train_nll_train,145.1289520263672
144,44,train_nll_train,145.10748291015625
145,45,train_nll_train,144.15335083007812
146,46,train_nll_train,145.50254821777344
147,47,train_nll_train,144.4313507080078
148,48,train_nll_train,145.08908081054688
149,49,train_nll_train,143.82679748535156
150,50,train_nll_train,145.02919006347656
151,51,train_nll_train,143.89413452148438
152,52,train_nll_train,144.78973388671875
153,53,train_nll_train,143.62258911132812
154,54,train_nll_train,143.9378204345703
155,55,train_nll_train,142.86907958984375
156,56,train_nll_train,142.88800048828125
157,57,train_nll_train,143.96646118164062
158,58,train_nll_train,143.5875701904297
159,59,train_nll_train,143.27149963378906
160,60,train_nll_train,143.07659912109375
161,61,train_nll_train,143.556640625
162,62,train_nll_train,144.15792846679688
163,63,train_nll_train,144.3413848876953
164,64,train_nll_train,144.52273559570312
165,65,train_nll_train,142.91990661621094
166,66,train_nll_train,143.8079376220703
167,67,train_nll_train,143.9719696044922
168,68,train_nll_train,142.94522094726562
169,69,train_nll_train,144.72169494628906
170,70,train_nll_train,143.1651611328125
171,71,train_nll_train,143.3644561767578
172,72,train_nll_train,142.0587921142578
173,73,train_nll_train,142.719482421875
174,74,train_nll_train,142.83541870117188
175,75,train_nll_train,142.03265380859375
176,76,train_nll_train,142.9980010986328
177,77,train_nll_train,142.7504425048828
178,78,train_nll_train,143.03494262695312
179,79,train_nll_train,142.19351196289062
180,80,train_nll_train,142.33348083496094
181,81,train_nll_train,142.56527709960938
182,82,train_nll_train,142.3219757080078
183,83,train_nll_train,142.4837646484375
184,84,train_nll_train,142.51669311523438
185,85,train_nll_train,142.71702575683594
186,86,train_nll_train,142.30503845214844
187,87,train_nll_train,142.29122924804688
188,88,train_nll_train,142.00210571289062
189,89,train_nll_train,141.48512268066406
190,90,train_nll_train,142.4613494873047
191,91,train_nll_train,141.26930236816406
192,92,train_nll_train,141.6173553466797
193,93,train_nll_train,141.57835388183594
194,94,train_nll_train,141.2688446044922
195,95,train_nll_train,143.7686767578125
196,96,train_nll_train,141.45130920410156
197,97,train_nll_train,141.09315490722656
198,98,train_nll_train,141.74560546875
199,99,train_nll_train,141.3037567138672
200,0,train_sigma_min,1.730342984199524
201,1,train_sigma_min,1.7284197807312012
202,2,train_sigma_min,1.7264957427978516
203,3,train_sigma_min,1.7245696783065796
204,4,train_sigma_min,1.7226406335830688
205,5,train_sigma_min,1.720707654953003
206,6,train_sigma_min,1.7187706232070923
207,7,train_sigma_min,1.7168290615081787
208,8,train_sigma_min,1.7148830890655518
209,9,train_sigma_min,1.7129324674606323
210,10,train_sigma_min,1.7109777927398682
211,11,train_sigma_min,1.7090182304382324
212,12,train_sigma_min,1.7070553302764893
213,13,train_sigma_min,1.7050883769989014
214,14,train_sigma_min,1.703117847442627
215,15,train_sigma_min,1.701144814491272
216,16,train_sigma_min,1.6991685628890991
217,17,train_sigma_min,1.697190523147583
218,18,train_sigma_min,1.6952099800109863
219,19,train_sigma_min,1.6932282447814941
220,20,train_sigma_min,1.691245436668396
221,21,train_sigma_min,1.6892613172531128
222,22,train_sigma_min,1.6872769594192505
223,23,train_sigma_min,1.6852926015853882
224,24,train_sigma_min,1.6833083629608154
225,25,train_sigma_min,1.6813242435455322
226,26,train_sigma_min,1.6793413162231445
227,27,train_sigma_min,1.6773594617843628
228,28,train_sigma_min,1.6753792762756348
229,29,train_sigma_min,1.67340087890625
230,30,train_sigma_min,1.6714239120483398
231,31,train_sigma_min,1.6694495677947998
232,32,train_sigma_min,1.667478322982788
233,33,train_sigma_min,1.6655091047286987
